minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Daffy Duck,0.6181153530180633,29.25994202673284,15.815163270339141,36.722336331284126,7.0947255605335,24.436733716422367,11.256131930381743,22.20812303229757
12,Sylvester,0.611082884398475,34.14665891770171,15.723534537932572,36.77915768711088,7.134143793811782,15.227581251667893,9.657634724742792,25.84905420395358
12,Marvin the Martian,0.6220741532800896,32.995514948756934,12.401720860914514,32.03068265955377,5.184662568221169,22.868092612297758,11.188759660386502,23.246750465079927
12,Road Runner,0.6103250695371994,28.78817657004188,14.333850880237767,34.65896414449169,6.209783272911342,25.563682085853944,13.005284741184534,23.257963549911715
12,Foghorn Leghorn,0.6281937480352183,29.142332016211274,15.613916792162213,32.75313004956347,6.526222992735488,14.273801034184194,13.065031406266527,29.453972913382565
12,Bugs Bunny,0.6251374263731659,30.881809342299082,15.982870598001833,32.75528149250241,4.871995589427453,19.122151966276427,14.739786737538605,28.98379401550732
12,Elmer Fudd,0.6273911706373525,25.862209723915132,15.788473644831567,37.20547936650961,4.276390652590054,24.378922019018464,14.036049893377923,27.308621144367663
12,Lola Bunny,0.6212874218964901,31.761106260149322,13.209386327757503,33.78971925883193,4.561675148693719,19.565674534726497,14.230080780757318,30.108731052118152
12,Porky Pig,0.6328580205723295,28.28999463971685,15.512696373617937,33.80720356757183,6.564581849388869,25.4262806569531,14.374552147305632,25.223192755363286
12,Tasmanian Devil,0.6054542968324371,25.042140221720057,14.365581286551278,31.872543482926762,4.00486887945873,25.202547869379497,6.1031031266486915,12.121809841182255
12,Gossamer,0.6213767670303435,30.70711964516445,14.943436760174214,33.6371391089662,7.999439073527637,15.594410755460846,8.406717831995014,22.467961166406255
12,Granny,0.606862691518955,29.54573907128724,15.052322136100837,33.7068811313003,5.983095743433304,24.374473755026493,14.846003632916082,25.514056860585555
12,Wile E. Coyote,0.6191207053680385,32.631108062626254,14.036746326480264,34.59918628159349,7.032779349006994,22.82756250610849,15.706657913432565,29.504313633594542
12,Tweety,0.6259628853293913,24.011388454687822,12.827317443046402,38.68136868056793,6.6561079660687374,25.24023219583089,10.825658450549067,23.98883510068685
12,Penelope,0.6160546570298513,27.794082471641744,14.851473549893429,29.80868379269411,9.286265923990452,13.70169282682401,10.86982805185917,23.904644026538868
12,Daffy Duck,0.6320286949513705,34.15255888519988,14.52186954984254,34.82809239714812,6.115112391946169,16.773842566474347,14.901106543170885,33.118594092515806
24,Sylvester,0.6216957047351152,29.88126074173928,16.054063525853213,35.435828214701175,9.274912441767006,12.939508645947232,14.210481765088481,32.245163449208334
24,Marvin the Martian,0.6161193231145754,32.67714019992626,13.914814727603133,31.28242308531059,6.016131340392718,22.35609792801459,15.31579233792247,27.42369583346983
24,Road Runner,0.6242145861801285,25.43164416017359,13.954250381324847,35.97011697352365,5.592024943820588,26.315908937895248,8.470516167865197,18.109840120122094
24,Foghorn Leghorn,0.613085414434116,31.73015365310503,16.295536612241463,38.22282635033864,7.639128421814851,20.597430657224955,16.032936672164176,31.668454792161313
24,Bugs Bunny,0.6301320906534834,30.07776172194682,16.66430775457727,35.53499284564638,5.53888962954932,22.05688147622322,10.967685730251095,23.253891334256814
24,Elmer Fudd,0.6249542116511834,27.78328064650716,15.621131739795139,35.815230856555814,5.240443288152414,23.152047595453816,11.952542615736622,24.24493823283239
24,Lola Bunny,0.6326832968482492,30.561300455921295,14.964875331434483,36.75911418834407,4.8146130983544175,19.849609269165924,13.108082368798014,29.645308445192228
24,Porky Pig,0.6132458919795342,34.625202101575276,14.602457125782243,37.08576892534681,6.059214874286184,16.880315847512374,14.053086748620627,32.17381487903366
24,Tasmanian Devil,0.6176825405988414,29.393295988687562,13.53288810399186,32.62845001155942,6.449618012592644,23.1005904965383,9.408860659689102,19.439066373247428
24,Gossamer,0.6219760425214017,35.14574556298576,15.88195959669605,34.94826180655255,5.697510084873399,7.208140770544038,12.208118188662977,34.25150720810759
24,Granny,0.615150504129308,27.206089687281185,12.884405634626393,35.560221538116366,7.621230995101761,15.494242201143624,13.654644082072693,31.507653193371304
24,Wile E. Coyote,0.619842435641566,32.92993916553906,14.317226067533515,36.5525766082081,3.909137704030777,20.349360696650237,13.341709447466537,29.625455820330288
24,Tweety,0.6048959954671145,28.0449079047125,13.323374012752645,38.21736842840487,7.209977785239118,28.158572290697485,11.56530376917949,21.71178248420513
24,Penelope,0.6029734288591757,23.979378627265223,14.109014316701701,26.82611933862561,9.068796832423493,18.761732154616592,10.124511091616593,17.296389861220966
24,Daffy Duck,0.6288454757778512,30.06882385517319,15.761854110795273,31.84701691580629,6.545104389410493,20.22972042930068,15.314529538242544,28.38556265407285
36,Sylvester,0.6245298638171567,31.8150405412321,15.81020582192078,35.82345384240365,6.53339446984006,20.88796022188795,9.23802898041566,21.826973914133042
36,Marvin the Martian,0.6084031766447494,32.80457610071101,14.181780993881988,29.858093913770745,4.895578139598236,25.029876789962852,13.50367681686529,22.104794343269084
36,Road Runner,0.6191582751801735,29.32656671468273,13.734914841061151,35.928903332697196,7.083228503349151,26.660766224141323,10.06824402387987,19.93203706387768
36,Foghorn Leghorn,0.6164399456858086,30.639562405479897,16.389206992633884,36.329857125019785,3.44186234225149,16.65921249548704,15.615015488130927,33.47940523421597
36,Bugs Bunny,0.6249730828802683,31.35376843164585,15.773788046029678,35.36311568126321,5.087268326105801,24.494757653006413,14.568161591315533,27.078897515499897
36,Elmer Fudd,0.6116131974814117,34.684480139621584,15.349712255469903,34.80454934025249,3.408694785083106,30.932785579727465,13.182015143860628,21.056144972756833
36,Lola Bunny,0.6538695525382824,35.6889057832608,13.971589789723318,39.15295859527651,4.606049843533123,23.424042950084335,18.525137853653217,38.70012063471355
36,Porky Pig,0.6036313531817694,31.530180701027163,15.762920256809817,34.96563300415616,6.380024558626848,13.303415023905943,14.278313112422321,31.854286546103644
36,Tasmanian Devil,0.6168559668311404,25.019775684380324,14.300154326264593,35.26053530386985,4.0827325016349265,17.673652919735396,9.932007381644139,24.793845810380617
36,Gossamer,0.6172386521320858,29.116131828674924,14.810063167065794,35.65012497912538,5.266568339857874,19.26320879586423,13.247116963910225,28.48813272913246
36,Granny,0.6186233492374674,29.458998441442407,13.031390053763438,35.283648889233845,4.583122918001905,17.6753370646277,15.054315758077603,33.034133135839355
36,Wile E. Coyote,0.6180036863954704,30.39305587680883,13.067143249849762,35.78924281464542,6.031397908707021,20.489986014335305,13.549596789890781,29.17786677879875
36,Tweety,0.6109219036289558,26.636293805183538,14.26752011115569,36.880536431979394,8.346160006138415,25.02788193161137,11.796598800467597,22.565714064089427
36,Penelope,0.6381805642919391,26.258972955347197,14.56613857536093,28.662984937513894,9.194234339932867,19.296054215292344,11.39575757569148,21.77394670950998
36,Daffy Duck,0.614445930589964,33.77966745661139,15.287159745844779,31.450842111092,7.886241174361722,21.67498310260381,13.401328402194432,24.069462329909065
